q_0001	0	chunk_21b9c982	1
q_0002	0	chunk_e8ec211c	1
q_0003	0	chunk_01052796	1
q_0004	0	chunk_c46dc09b	1
q_0005	0	chunk_6eb48a64	1
q_0006	0	chunk_f84a88e4	1
q_0007	0	chunk_350d0c63	1
q_0008	0	chunk_2142d5ea	1
q_0009	0	chunk_ea03a594	1
q_0010	0	chunk_7c2c2fca	1
q_0011	0	chunk_b4d17702	1
q_0012	0	chunk_500bd740	1
q_0013	0	chunk_88f50633	1
q_0014	0	chunk_1f7b25ec	1
q_0015	0	chunk_b6c4f3dd	1
q_0016	0	chunk_c413d920	1
q_0017	0	chunk_1b4834d7	1
q_0018	0	chunk_4aa2356e	1
q_0019	0	chunk_6f2a5404	1
q_0020	0	chunk_e6ffa0ec	1
q_0021	0	chunk_6695d299	1
q_0022	0	chunk_797e87b4	1
q_0023	0	chunk_797e87b4	1
q_0024	0	chunk_b3c66aec	1
q_0025	0	chunk_0d4167e3	1
q_0026	0	chunk_0d4167e3	1
q_0027	0	chunk_c60d9085	1
q_0028	0	chunk_d2fd6f4f	1
q_0029	0	chunk_80e18553	1
q_0030	0	chunk_80e18553	1
q_0031	0	chunk_1fd470c4	1
q_0032	0	chunk_1fd470c4	1
q_0033	0	chunk_1405b417	1
q_0034	0	chunk_9a2e349c	1
q_0035	0	chunk_5374e2df	1
q_0036	0	chunk_9737d5f1	1
q_0037	0	chunk_afb81ea4	1
q_0038	0	chunk_afb81ea4	1
q_0039	0	chunk_f84a88e4	1
q_0040	0	chunk_f84a88e4	1
q_0041	0	chunk_57bae672	1
q_0042	0	chunk_0ca97ff2	1
q_0043	0	chunk_853e6c34	1
q_0044	0	chunk_bc263ab9	1
q_0045	0	chunk_6695d299	1
q_0046	0	chunk_797e87b4	1
q_0047	0	chunk_2bd4ab57	1
q_0048	0	chunk_460b3a34	1
q_0049	0	chunk_21b9c982	1
q_0050	0	chunk_b3c66aec	1
q_0051	0	chunk_caf67666	1
q_0052	0	chunk_ae032736	1
q_0053	0	chunk_240fdb30	1
q_0054	0	chunk_0d4167e3	1
q_0055	0	chunk_01052796	1
q_0056	0	chunk_4b59643b	1
q_0057	0	chunk_0f3e3962	1
q_0058	0	chunk_f960c08a	1
q_0059	0	chunk_a0aa0796	1
q_0060	0	chunk_d2fd6f4f	1
q_0061	0	chunk_a8bd837d	1
q_0061	0	chunk_156ee666	1
q_0062	0	chunk_cabfbd36	1
q_0062	0	chunk_500bd740	1
q_0063	0	chunk_0e5de080	1
q_0063	0	chunk_34038ee8	1
q_0064	0	chunk_b6c4f3dd	1
q_0064	0	chunk_2d20b8f5	1
q_0065	0	chunk_1cfa1af6	1
q_0065	0	chunk_0e4d9728	1
q_0066	0	chunk_b327452d	1
q_0066	0	chunk_741a68c2	1
q_0067	0	chunk_88e1a46b	1
q_0067	0	chunk_fa221204	1
q_0068	0	chunk_20e6ecdb	1
q_0068	0	chunk_c533457b	1
q_0069	0	chunk_60a58ee0	1
q_0069	0	chunk_6e7f3a05	1
q_0070	0	chunk_03b0a3fb	1
q_0070	0	chunk_25d0339a	1
q_0071	0	chunk_f71ef05b	1
q_0071	0	chunk_4f0c4bf2	1
q_0072	0	chunk_0960663e	1
q_0072	0	chunk_5865bba1	1
q_0073	0	chunk_01ca802c	1
q_0073	0	chunk_80d73df5	1
q_0074	0	chunk_325dc428	1
q_0074	0	chunk_68737d67	1
q_0075	0	chunk_0e5de080	1
q_0075	0	chunk_1b4834d7	1
q_0076	0	chunk_1f7b25ec	1
q_0076	0	chunk_f7b15eae	1
q_0077	0	chunk_6f2a5404	1
q_0077	0	chunk_16e809da	1
q_0078	0	chunk_7b5f4825	1
q_0078	0	chunk_a6769b50	1
q_0079	0	chunk_88e1a46b	1
q_0079	0	chunk_5374e2df	1
q_0080	0	chunk_5865bba1	1
q_0080	0	chunk_ca2455ba	1
q_0081	0	chunk_db96f02b	1
q_0081	0	chunk_eabef128	1
q_0082	0	chunk_0fcc4968	1
q_0082	0	chunk_1f7b25ec	1
q_0083	0	chunk_df3a10a0	1
q_0083	0	chunk_1b2e93a0	1
q_0084	0	chunk_7b5f4825	1
q_0084	0	chunk_14a1b55b	1
q_0085	0	chunk_017b6dc7	1
q_0085	0	chunk_054b5d2b	1
q_0086	0	chunk_b2f14a99	1
q_0086	0	chunk_325dc428	1
q_0087	0	chunk_84c40902	1
q_0087	0	chunk_0fcc4968	1
q_0088	0	chunk_8ba68751	1
q_0088	0	chunk_76feb74d	1
q_0089	0	chunk_6188b64d	1
q_0089	0	chunk_dbc5cc45	1
q_0090	0	chunk_02a282c8	1
q_0090	0	chunk_03b0a3fb	1
q_0091	0	chunk_16e809da	1
q_0091	0	chunk_fedff100	1
q_0092	0	chunk_1ec7678d	1
q_0092	0	chunk_1f7b25ec	1
q_0093	0	chunk_a8bd837d	1
q_0093	0	chunk_2d5e6db8	1
q_0094	0	chunk_6e01dd8c	1
q_0094	0	chunk_60a58ee0	1
q_0095	0	chunk_d6f1192f	1
q_0095	0	chunk_066bad59	1
q_0096	0	chunk_b6c4f3dd	1
q_0096	0	chunk_7003ef34	1
q_0097	0	chunk_a4fac6b7	1
q_0097	0	chunk_c6fb1d76	1
q_0098	0	chunk_0960663e	1
q_0098	0	chunk_20e6ecdb	1
q_0099	0	chunk_1b2e93a0	1
q_0099	0	chunk_4f0c4bf2	1
q_0100	0	chunk_df3a10a0	1
q_0100	0	chunk_6188b64d	1
